driver_gender,driver_sobriety_condition,driver_age,driver_aggressive_driving,vehicle_type,vehicle_year,vehicle_maneuver,road_alignment,road_surface_condition,crash_location,crash_type,traffic_control,season,day_of_week,crash_time,light_condition,weather_condition,area type,INJURY_SEVERITY
Male,Sober,31-40,N,Heavy Vehicle,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Stop/Warning/Yield Sign,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,N,Heavy Vehicle,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Stop/Warning/Yield Sign,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,41-50,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Angle,Uncontrolled,Winter,weekday,Afternoon Peak,Daylight,Clear,Urban,serious
Female,Sober,31-40,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,Car,>10 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Summer,weekday,Afternoon Peak,Daylight,Rain,Rural,not_serious
Male,Sober,41-50,N,Car,<5 Years,Straight,Straight,Dry,Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Cloudy,Rural,not_serious
Male,Sober,41-50,N,Van,<5 Years,Stopped,Straight,Dry,Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Cloudy,Rural,not_serious
Female,Sober,31-40,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,Pickup,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Cloudy,Rural,not_serious
Male,Sober,51-60,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Cloudy,Rural,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Cloudy,Rural,not_serious
Male,Sober,26-30,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Cloudy,Rural,not_serious
Male,Sober,31-40,N,Car,>10 Years,Lane Changing,Straight,Dry,Intersection,Other,Uncontrolled,Spring,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,31-40,N,Car,>10 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Rain,Urban,not_serious
Female,Sober,15-20,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Female,Sober,26-30,N,Car,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Female,Sober,41-50,N,SUV,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Summer,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Car,>10 Years,Straight,Straight,Wet,Not Intersection,Angle,Uncontrolled,Summer,weekday,Day Off-Peak,Daylight,Rain,Urban,not_serious
Female,Sober,31-40,N,Car,5-10 Years,Straight,Straight,Wet,Not Intersection,Angle,Uncontrolled,Summer,weekday,Day Off-Peak,Daylight,Rain,Urban,not_serious
Female,Sober,31-40,N,SUV,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,26-30,N,SUV,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Angle,Uncontrolled,Winter,weekday,Afternoon Peak,Dusk,Cloudy,Rural,not_serious
Female,Sober,21-25,N,Car,>10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,60+,N,Car,5-10 Years,Straight,Straight,Dry,Intersection,Other,Uncontrolled,Winter,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Urban,not_serious
Female,Sober,26-30,N,Car,<5 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Summer,weekend,Afternoon Peak,Daylight,Rain,Urban,not_serious
Female,Sober,26-30,N,Car,>10 Years,Turning,Curve,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Urban,not_serious
Male,Sober,60+,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,N,SUV,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,Car,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Car,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Winter,weekday,Morning Peak,Daylight,Rain,Rural,not_serious
Male,Sober,21-25,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Pickup,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,5-10 Years,Lane Changing,Curve,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,SUV,>10 Years,Straight,Curve,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,SUV,>10 Years,Lane Changing,Straight,Dry,Intersection,Sideswipe,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,21-25,N,Car,>10 Years,Straight,Straight,Dry,Intersection,Sideswipe,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Summer,weekday,Day Off-Peak,Daylight,Clear,Rural,serious
Male,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Summer,weekday,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,31-40,N,SUV,>10 Years,Other,Straight,Wet,Not Intersection,Angle,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,60+,N,SUV,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,41-50,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Afternoon Peak,Daylight,Clear,Rural,serious
Male,Not Sober,51-60,Y,Pickup,>10 Years,Turning,Curve,Dry,Intersection,Other,Uncontrolled,Winter,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,60+,N,Car,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,60+,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Car,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Summer,weekday,Afternoon Peak,Daylight,Rain,Rural,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Peak,Daylight,Clear,Rural,serious
Male,Sober,41-50,N,Van,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,SUV,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Morning Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,SUV,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Cloudy,Urban,not_serious
Male,Sober,51-60,N,SUV,<5 Years,Turning,Curve,Dry,Not Intersection,Other,Uncontrolled,Summer,weekend,Morning Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,60+,N,Van,<5 Years,Turning,Curve,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,>10 Years,Slowing,Curve,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,serious
Female,Sober,51-60,N,SUV,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,15-20,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,serious
Male,Sober,41-50,N,Car,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,SUV,5-10 Years,Slowing,Straight,Dry,Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,51-60,N,SUV,<5 Years,Straight,Curve,Dry,Not Intersection,Angle,Uncontrolled,Spring,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,>10 Years,Stopped,Straight,Dry,Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,60+,N,Car,<5 Years,Straight,Curve,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,60+,N,Heavy Vehicle,>10 Years,Straight,Curve,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Winter,weekend,Morning Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,N,SUV,>10 Years,Stopped,Straight,Dry,Intersection,Rear End,Signalized Control,Winter,weekend,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Male,Sober,26-30,N,Car,5-10 Years,Turning,Curve,Wet,Intersection,Other,Uncontrolled,Winter,weekday,Morning Off-Peak,Dawn,Cloudy,Rural,not_serious
Male,Sober,60+,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,31-40,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,15-20,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Urban,not_serious
Male,Sober,41-50,N,Heavy Vehicle,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Urban,not_serious
Female,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,Y,Car,>10 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Summer,weekend,Day Off-Peak,Daylight,Rain,Rural,not_serious
Male,Sober,41-50,N,SUV,>10 Years,Straight,Straight,Wet,Not Intersection,Angle,Uncontrolled,Summer,weekend,Afternoon Peak,Daylight,Rain,Rural,not_serious
Female,Sober,21-25,Y,Car,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,serious
Male,Sober,15-20,Y,SUV,>10 Years,Straight,Curve,Dry,Not Intersection,Other,Uncontrolled,Winter,weekend,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Cloudy,Rural,not_serious
Male,Sober,26-30,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Not Sober,31-40,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Winter,weekend,Night Off-Peak,Dark-Lighted,Cloudy,Rural,not_serious
Female,Sober,51-60,N,SUV,5-10 Years,Straight,Straight,Dry,Intersection,Rear End,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,60+,N,Car,<5 Years,Stopped,Straight,Dry,Intersection,Rear End,Stop/Warning/Yield Sign,Spring,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,Car,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Turning,Curve,Dry,Not Intersection,Angle,Stop/Warning/Yield Sign,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Night Off-Peak,Dusk,Clear,Urban,serious
Female,Sober,51-60,N,Car,<5 Years,Straight,Straight,Dry,Intersection,Other,Uncontrolled,Spring,weekend,Afternoon Peak,Daylight,Clear,Rural,serious
Male,Sober,26-30,N,Pickup,>10 Years,Lane Changing,Curve,Dry,Not Intersection,Angle,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Urban,serious
Male,Sober,60+,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Angle,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,serious
Male,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,SUV,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Not Sober,21-25,Y,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Summer,weekday,Morning Off-Peak,Dark-Lighted,Clear,Rural,serious
Female,Sober,31-40,N,Car,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Summer,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,41-50,N,Pickup,5-10 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Summer,weekday,Morning Off-Peak,Dawn,Cloudy,Rural,not_serious
Male,Sober,21-25,N,Pickup,>10 Years,Straight,Straight,Wet,Not Intersection,Angle,Uncontrolled,Winter,weekday,Afternoon Peak,Dusk,Rain,Rural,serious
Male,Not Sober,26-30,N,Car,>10 Years,Other,Curve,Dry,Intersection,Other,Uncontrolled,Winter,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,<5 Years,Slowing,Curve,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,Y,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,60+,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Rural,serious
Male,Sober,21-25,N,SUV,>10 Years,Lane Changing,Straight,Dry,Intersection,Other,Uncontrolled,Spring,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,15-20,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,5-10 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,60+,N,Car,5-10 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Summer,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Urban,not_serious
Female,Sober,21-25,N,Car,<5 Years,Straight,Straight,Wet,Not Intersection,Angle,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Rain,Urban,not_serious
Male,Sober,51-60,N,Car,<5 Years,Lane Changing,Curve,Wet,Not Intersection,Angle,Uncontrolled,Winter,weekday,Night Off-Peak,Dark-Lighted,Rain,Urban,not_serious
Male,Sober,60+,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Winter,weekday,Afternoon Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,51-60,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Female,Sober,51-60,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,21-25,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Clear,Urban,not_serious
Male,Sober,60+,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,51-60,N,SUV,5-10 Years,Straight,Curve,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,SUV,>10 Years,Stopped,Curve,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Peak,Daylight,Clear,Rural,serious
Male,Sober,31-40,N,Heavy Vehicle,5-10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Spring,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,41-50,N,Van,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,41-50,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Spring,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,>10 Years,Other,Straight,Dry,Not Intersection,Other,Uncontrolled,Summer,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
